date,category,quantity_sold
2025-01-01,fish,93.57901763916016
2025-01-01,meat,118.43730926513672
2025-01-01,vegetable,522.3090515136719
2025-01-02,fish,92.03535461425781
2025-01-02,meat,118.77460861206055
2025-01-02,vegetable,517.7367324829102
2025-01-03,fish,93.17193222045898
2025-01-03,meat,115.97873306274414
2025-01-03,vegetable,520.7080841064453
2025-01-04,fish,112.56764602661133
2025-01-04,meat,149.24935150146484
2025-01-04,vegetable,656.8409652709961
2025-01-05,fish,118.75858688354492
2025-01-05,meat,147.49000549316406
2025-01-05,vegetable,653.0661087036133
2025-01-06,fish,97.71491622924805
2025-01-06,meat,120.66802978515625
2025-01-06,vegetable,518.8927383422852
2025-01-07,fish,92.57013702392578
2025-01-07,meat,120.65335464477539
2025-01-07,vegetable,517.7896194458008
