date,category,quantity_sold
2025-01-01,fish,93.57901763916016
2025-01-01,meat,118.43730926513672
2025-01-01,vegetable,522.3090515136719
2025-01-02,fish,92.03535461425781
2025-01-02,meat,118.77460861206055
2025-01-02,vegetable,517.7367324829102
2025-01-03,fish,93.17193222045898
2025-01-03,meat,115.97873306274414
2025-01-03,vegetable,520.7080841064453
2025-01-04,fish,112.56764602661133
2025-01-04,meat,149.24935150146484
2025-01-04,vegetable,656.8409652709961
2025-01-05,fish,118.75858688354492
2025-01-05,meat,147.49000549316406
2025-01-05,vegetable,653.0661087036133
2025-01-06,fish,97.71491622924805
2025-01-06,meat,120.66802978515625
2025-01-06,vegetable,518.8927383422852
2025-01-07,fish,92.57013702392578
2025-01-07,meat,120.65335464477539
2025-01-07,vegetable,517.7896194458008
2025-01-08,fish,91.12788772583008
2025-01-08,meat,122.2229995727539
2025-01-08,vegetable,514.5073852539062
2025-01-09,fish,93.42633438110352
2025-01-09,meat,127.84984970092773
2025-01-09,vegetable,514.2057952880859
2025-01-10,fish,93.14417266845703
2025-01-10,meat,117.9108657836914
2025-01-10,vegetable,514.0544204711914
2025-01-11,fish,116.40861892700195
2025-01-11,meat,143.43915176391602
2025-01-11,vegetable,659.5454177856445
2025-01-12,fish,113.06725311279297
2025-01-12,meat,144.30415725708008
2025-01-12,vegetable,658.0720748901367
2025-01-13,fish,95.25985336303711
2025-01-13,meat,117.74475860595703
2025-01-13,vegetable,518.1240310668945
2025-01-14,fish,97.42184448242188
2025-01-14,meat,107.62641143798828
2025-01-14,vegetable,516.6659851074219
